source,destination,timestamp,state_label,w
383,352,0.0,0,6
410,352,0.0,0,6
675,352,0.0,0,6
466,352,0.0,0,6
119,352,0.0,0,6
148,352,0.0,0,2
203,352,0.0,0,6
52,352,0.0,0,2
341,352,0.0,0,2
79,352,0.0,0,6
522,352,0.0,0,6
411,352,0.0,0,2
157,352,0.0,0,6
535,352,0.0,0,6
710,352,0.0,0,6
711,352,0.0,0,6
5,352,0.0,0,6
80,352,0.0,0,2
456,352,0.0,0,6
718,352,0.0,0,6
380,352,0.0,0,6
504,352,0.0,0,6
355,352,0.0,0,6
217,352,0.0,0,6
642,352,0.0,0,6
216,352,0.0,0,6
609,352,0.0,0,6
704,352,0.0,0,6
409,352,0.0,0,6
57,352,0.0,0,6
565,352,0.0,0,2
707,352,0.0,0,6
102,352,0.0,0,6
455,352,0.0,0,6
230,352,0.0,0,2
467,352,0.0,0,6
281,352,0.0,0,6
733,352,0.0,0,6
526,352,0.0,0,6
362,352,0.0,0,6
602,352,0.0,0,6
173,352,0.0,0,6
468,352,0.0,0,6
691,352,0.0,0,6
365,352,0.0,0,2
400,352,0.0,0,6
661,352,0.0,0,6
538,352,0.0,0,6
517,352,0.0,0,6
14,352,0.0,0,6
649,352,0.0,0,6
681,352,0.0,0,6
138,352,0.0,0,6
591,352,0.0,0,6
182,352,0.0,0,6
342,352,0.0,0,6
65,352,0.0,0,6
135,352,0.0,0,6
379,352,0.0,0,6
166,352,0.0,0,6
194,352,0.0,0,6
596,352,0.0,0,6
391,352,0.0,0,2
397,352,0.0,0,6
427,352,0.0,0,6
450,352,0.0,0,6
110,352,0.0,0,6
629,352,0.0,0,6
113,352,0.0,0,6
241,352,0.0,0,6
344,352,0.0,0,6
412,352,0.0,0,6
401,352,0.0,0,2
592,352,0.0,0,6
512,352,0.0,0,6
496,352,0.0,0,6
701,352,0.0,0,6
7,352,0.0,0,6
671,352,0.0,0,6
197,352,0.0,0,6
333,352,0.0,0,6
662,352,0.0,0,6
562,352,0.0,0,6
600,352,0.0,0,6
253,352,0.0,0,9
713,352,0.0,0,9
595,352,0.0,0,9
343,352,0.0,0,9
571,352,0.0,0,9
674,352,0.0,0,9
111,352,0.0,0,9
142,352,0.0,0,9
184,352,0.0,0,9
360,352,0.0,0,9
64,352,0.0,0,9
572,352,0.0,0,9
331,352,0.0,0,9
196,352,0.0,0,9
325,352,0.0,0,9
31,352,0.0,0,9
297,352,0.0,0,9
524,352,0.0,0,9
338,352,0.0,0,3
645,352,0.0,0,9
544,352,0.0,0,9
463,352,0.0,0,9
621,352,0.0,0,9
448,352,0.0,0,9
440,352,0.0,0,9
471,352,0.0,0,9
447,352,0.0,0,9
617,352,0.0,0,9
329,352,0.0,0,9
529,352,0.0,0,9
576,352,0.0,0,9
302,352,0.0,0,9
272,352,0.0,0,9
12,352,0.0,0,9
612,352,0.0,0,9
11,352,0.0,0,9
474,352,0.0,0,9
424,352,0.0,0,9
345,352,0.0,0,9
402,352,0.0,0,9
678,352,0.0,0,9
107,352,0.0,0,9
279,352,0.0,0,9
714,352,0.0,0,9
354,352,0.0,0,5
672,352,0.0,0,5
611,352,0.0,0,5
413,352,0.0,0,5
237,352,0.0,0,5
377,352,0.0,0,5
696,352,0.0,0,5
399,352,0.0,0,5
486,352,0.0,0,5
212,352,0.0,0,5
227,352,0.0,0,5
144,352,0.0,0,5
158,352,0.0,0,5
381,352,0.0,0,5
224,352,0.0,0,5
104,352,0.0,0,5
663,352,0.0,0,5
422,352,0.0,0,5
340,352,0.0,0,5
688,352,0.0,0,5
198,352,0.0,0,5
335,352,0.0,0,5
290,352,0.0,0,5
332,352,0.0,0,5
639,352,0.0,0,5
353,352,0.0,0,5
441,352,0.0,0,5
18,352,0.0,0,6
6,352,0.0,0,6
69,352,0.0,0,6
238,352,0.0,0,6
449,352,0.0,0,6
673,352,0.0,0,6
150,352,0.0,0,6
719,352,0.0,0,6
352,352,0.0,0,6
206,352,0.0,0,6
114,352,0.0,0,6
454,352,0.0,0,6
255,352,0.0,0,6
498,352,0.0,0,6
36,352,0.0,0,6
511,352,0.0,0,6
722,352,0.0,0,6
582,352,0.0,0,6
181,352,0.0,0,6
195,352,0.0,0,6
425,352,0.0,0,6
622,352,0.0,0,6
211,352,0.0,0,1
319,352,0.0,0,6
635,352,0.0,0,6
408,352,0.0,0,6
33,352,0.0,0,6
152,352,0.0,0,6
50,352,0.0,0,6
220,352,0.0,0,6
46,352,0.0,0,6
43,352,0.0,0,6
78,352,0.0,0,6
308,352,0.0,0,6
41,352,0.0,0,6
86,352,0.0,0,6
568,352,0.0,0,6
545,352,0.0,0,6
84,352,0.0,0,6
419,352,0.0,0,6
601,352,0.0,0,6
123,352,0.0,0,6
336,352,0.0,0,6
233,352,0.0,0,6
59,352,0.0,0,6
271,352,0.0,0,6
712,352,0.0,0,6
494,352,0.0,0,6
650,352,0.0,0,6
523,352,0.0,0,6
588,352,0.0,0,6
720,352,0.0,0,6
370,352,0.0,0,6
368,352,0.0,0,6
475,352,0.0,0,6
732,352,0.0,0,6
583,352,0.0,0,6
199,352,0.0,0,6
584,352,0.0,0,6
658,352,0.0,0,6
254,352,0.0,0,6
416,352,0.0,0,6
534,352,0.0,0,6
191,352,0.0,0,6
39,352,0.0,0,6
684,352,0.0,0,6
457,352,0.0,0,6
165,352,0.0,0,6
129,352,0.0,0,6
730,352,0.0,0,6
262,352,0.0,0,6
398,352,0.0,0,6
510,352,0.0,0,6
608,352,0.0,0,6
686,352,0.0,0,6
26,352,0.0,0,6
366,352,0.0,0,6
525,352,0.0,0,6
177,352,0.0,0,6
420,352,0.0,0,6
423,352,0.0,0,6
646,352,0.0,0,6
38,352,0.0,0,6
651,352,0.0,0,6
134,352,0.0,0,6
147,352,0.0,0,6
299,352,0.0,0,6
176,352,0.0,0,6
101,352,0.0,0,6
378,352,0.0,0,6
213,352,0.0,0,6
506,352,0.0,0,6
276,352,0.0,0,6
298,352,0.0,0,6
715,352,0.0,0,6
371,352,0.0,0,6
435,352,0.0,0,6
473,352,0.0,0,6
507,352,0.0,0,6
115,352,0.0,0,6
432,352,0.0,0,6
513,352,0.0,0,6
553,352,0.0,0,6
527,352,0.0,0,6
429,352,0.0,0,6
460,352,0.0,0,6
648,352,0.0,0,6
188,352,0.0,0,6
607,352,0.0,0,6
664,352,0.0,0,6
168,352,0.0,0,6
124,352,0.0,0,6
275,352,0.0,0,6
477,352,0.0,0,6
531,352,0.0,0,6
585,352,0.0,0,6
93,352,0.0,0,6
265,352,0.0,0,6
581,352,0.0,0,6
616,352,0.0,0,5
687,352,0.0,0,5
587,352,0.0,0,5
122,352,0.0,0,5
458,352,0.0,0,5
167,352,0.0,0,5
638,352,0.0,0,4
625,352,0.0,0,4
145,352,0.0,0,4
139,352,0.0,0,4
232,352,0.0,0,4
665,352,0.0,0,4
683,352,0.0,0,4
48,352,0.0,0,4
21,352,0.0,0,4
385,352,0.0,0,4
234,352,0.0,0,4
623,352,0.0,0,4
137,352,0.0,0,4
219,352,0.0,0,6
240,352,0.0,0,6
521,352,0.0,0,6
126,352,0.0,0,6
311,352,0.0,0,6
96,352,0.0,0,6
174,352,0.0,0,4
53,352,0.0,0,4
312,352,0.0,0,5
18,622,0.0,0,2
6,622,0.0,0,2
69,622,0.0,0,2
238,622,0.0,0,2
449,622,0.0,0,1
673,622,0.0,0,2
150,622,0.0,0,2
719,622,0.0,0,2
352,622,0.0,0,2
206,622,0.0,0,2
114,622,0.0,0,2
454,622,0.0,0,2
616,622,0.0,0,2
255,622,0.0,0,2
498,622,0.0,0,2
36,622,0.0,0,1
511,622,0.0,0,2
722,622,0.0,0,2
582,622,0.0,0,2
181,622,0.0,0,2
195,622,0.0,0,2
425,622,0.0,0,2
622,622,0.0,0,2
687,622,0.0,0,2
319,622,0.0,0,2
635,622,0.0,0,2
408,622,0.0,0,2
33,622,0.0,0,2
152,622,0.0,0,2
50,622,0.0,0,2
220,622,0.0,0,2
46,622,0.0,0,2
43,622,0.0,0,2
78,622,0.0,0,2
308,622,0.0,0,2
41,622,0.0,0,2
86,622,0.0,0,2
545,622,0.0,0,2
84,622,0.0,0,2
419,622,0.0,0,2
601,622,0.0,0,2
123,622,0.0,0,2
336,622,0.0,0,2
233,622,0.0,0,2
59,622,0.0,0,2
271,622,0.0,0,2
712,622,0.0,0,2
494,622,0.0,0,2
650,622,0.0,0,2
523,622,0.0,0,2
588,622,0.0,0,2
720,622,0.0,0,2
370,622,0.0,0,2
368,622,0.0,0,2
475,622,0.0,0,2
732,622,0.0,0,2
583,622,0.0,0,2
199,622,0.0,0,2
584,622,0.0,0,1
658,622,0.0,0,1
254,622,0.0,0,2
416,622,0.0,0,2
534,622,0.0,0,2
191,622,0.0,0,2
39,622,0.0,0,2
684,622,0.0,0,1
457,622,0.0,0,2
165,622,0.0,0,2
129,622,0.0,0,1
262,622,0.0,0,2
398,622,0.0,0,1
510,622,0.0,0,1
608,622,0.0,0,2
686,622,0.0,0,2
26,622,0.0,0,2
587,622,0.0,0,2
525,622,0.0,0,2
177,622,0.0,0,2
420,622,0.0,0,2
423,622,0.0,0,2
646,622,0.0,0,2
38,622,0.0,0,2
651,622,0.0,0,2
134,622,0.0,0,2
147,622,0.0,0,2
299,622,0.0,0,1
176,622,0.0,0,2
101,622,0.0,0,2
378,622,0.0,0,2
122,622,0.0,0,2
213,622,0.0,0,2
276,622,0.0,0,2
298,622,0.0,0,2
715,622,0.0,0,2
458,622,0.0,0,2
371,622,0.0,0,2
435,622,0.0,0,1
473,622,0.0,0,2
507,622,0.0,0,2
115,622,0.0,0,2
432,622,0.0,0,2
513,622,0.0,0,2
553,622,0.0,0,2
527,622,0.0,0,2
429,622,0.0,0,2
460,622,0.0,0,2
648,622,0.0,0,2
188,622,0.0,0,2
581,622,0.0,0,2
607,622,0.0,0,2
167,622,0.0,0,2
664,622,0.0,0,2
168,622,0.0,0,2
124,622,0.0,0,2
275,622,0.0,0,2
477,622,0.0,0,2
531,622,0.0,0,2
585,622,0.0,0,2
93,622,0.0,0,2
265,622,0.0,0,1
410,622,0.0,0,2
466,622,0.0,0,1
119,622,0.0,0,2
148,622,0.0,0,2
203,622,0.0,0,2
52,622,0.0,0,2
79,622,0.0,0,2
522,622,0.0,0,2
157,622,0.0,0,2
535,622,0.0,0,1
710,622,0.0,0,2
711,622,0.0,0,2
638,622,0.0,0,1
5,622,0.0,0,2
